customer_id,first_name,email,acquisition_event_id,acquisition_date,zip_code
41,Duc,duc.bush@icloud.com,35,2024-09-14,92115
43,David,david.perez@gmail.com,28,2024-02-10,92014
44,Linh,linh.roberts@gmail.com,33,2024-07-13,92109
45,Stephanie,stephanie.miller@icloud.com,11,2024-05-11,92110
46,Amanda,amanda.hall@gmail.com,19,2024-08-31,92123
47,Linh,linh.garcia@icloud.com,31,2024-05-18,92130
49,Ngan,ngan.reid@yahoo.com,5,2024-02-17,92110
50,Hoa,hoa.diaz@gmail.com,13,2024-06-08,92103
51,Hoa,hoa.wood@icloud.com,35,2024-09-14,92037
52,Vy,vy.clark@gmail.com,1,2024-04-30,92104
54,Amanda,amanda.zuniga@gmail.com,33,2024-07-13,92111
55,Andrew,andrew.wong@gmail.com,36,2024-10-05,92124
56,Ana,ana.lynch@outlook.com,15,2024-07-06,92110
57,Ana,ana.jackson@outlook.com,31,2024-05-18,92115
58,Amanda,amanda.daniel@yahoo.com,33,2024-07-13,92130
59,Ashley,ashley.martin@gmail.com,32,2024-06-08,92130
61,Nam,nam.mayo@outlook.com,38,2024-12-14,92120
62,Bao,bao.bowman@yahoo.com,30,2024-04-20,92116
63,Vy,vy.hawkins@icloud.com,23,2024-10-26,92116
64,Carlos,carlos.cohen@gmail.com,25,2024-11-23,92116
65,Ana,ana.cameron@gmail.com,31,2024-05-18,92115
67,Sarah,sarah.perez@outlook.com,8,2024-03-30,92117
68,Nam,nam.johnson@outlook.com,12,2024-05-25,92131
69,Jessica,jessica.stewart@gmail.com,32,2024-06-08,92124
70,Sarah,sarah.adams@gmail.com,3,2024-01-20,92117
71,Jordan,jordan.clark@yahoo.com,4,2024-02-03,92109
72,Rosa,rosa.hahn@icloud.com,19,2024-08-31,92124
74,Diego,diego.edwards@yahoo.com,6,2024-03-02,92103
76,Trang,trang.foster@outlook.com,24,2024-11-09,92103
79,Vy,vy.baker@yahoo.com,3,2024-01-20,92101
80,Khoa,khoa.wright@outlook.com,28,2024-02-10,92111
81,Sarah,sarah.hoffman@yahoo.com,30,2024-04-20,92123
82,Trang,trang.baker@icloud.com,33,2024-07-13,92110
84,Mai,mai.hurst@gmail.com,16,2024-07-20,92123
85,Megan,megan.ross@outlook.com,14,2024-06-22,92115
86,Nicole,nicole.robinson@icloud.com,32,2024-06-08,92117
87,Minh,minh.bright@gmail.com,22,2024-10-12,92109
88,Andrew,andrew.hicks@outlook.com,18,2024-08-17,92105
89,Brian,brian.davis@icloud.com,28,2024-02-10,92117
90,Jennifer,jennifer.williams@gmail.com,21,2024-09-28,92024
91,Thy,thy.rodriguez@outlook.com,4,2024-02-03,92124
92,Linh,linh.burton@yahoo.com,14,2024-06-22,92124
93,Bao,bao.conner@outlook.com,31,2024-05-18,92105
94,Elena,elena.henderson@outlook.com,20,2024-09-14,92116
95,Ana,ana.brown@icloud.com,38,2024-12-14,92123
96,Diego,diego.james@outlook.com,31,2024-05-18,92108
97,Thy,thy.ferrell@icloud.com,29,2024-03-16,92109
99,Linh,linh.maddox@outlook.com,28,2024-02-10,92110
100,Jennifer,jennifer.valencia@outlook.com,33,2024-07-13,92130
102,Rosa,rosa.le@yahoo.com,7,2024-03-16,92116
103,Ryan,ryan.maldonado@outlook.com,29,2024-03-16,92111
104,Isabel,isabel.herrera@outlook.com,6,2024-03-02,92110
105,Ngan,ngan.adams@gmail.com,13,2024-06-08,92111
106,Chris,chris.davidson@gmail.com,8,2024-03-30,92124
107,Maria,maria.rodriguez@yahoo.com,2,2024-01-06,92131
110,Khoa,khoa.mckay@icloud.com,2,2024-01-06,92014
111,Thanh,thanh.liu@gmail.com,28,2024-02-10,92108
112,Daniel,daniel.baker@outlook.com,29,2024-03-16,92054
113,Elena,elena.mason@icloud.com,9,2024-04-13,92130
114,Vy,vy.white@icloud.com,31,2024-05-18,92115
115,Marcus,marcus.gaines@yahoo.com,31,2024-05-18,92037
116,Kevin,kevin.harrell@yahoo.com,31,2024-05-18,92130
117,Bao,bao.evans@outlook.com,8,2024-03-30,92115
118,Megan,megan.fowler@outlook.com,25,2024-11-23,92104
119,Duc,duc.lynch@yahoo.com,28,2024-02-10,92123
120,Diego,diego.hernandez@yahoo.com,30,2024-04-20,92104
121,Stephanie,stephanie.farmer@icloud.com,8,2024-03-30,92014
122,Daniel,daniel.ryan@icloud.com,3,2024-01-20,92110
123,Stephanie,stephanie.osborne@icloud.com,31,2024-05-18,92024
124,Brittany,brittany.moreno@icloud.com,15,2024-07-06,92120
125,Rachel,rachel.smith@icloud.com,12,2024-05-25,92014
126,Rosa,rosa.nguyen@yahoo.com,26,2024-12-07,92111
127,Sarah,sarah.smith@icloud.com,3,2024-01-20,92101
128,Brittany,brittany.hickman@outlook.com,36,2024-10-05,92109
129,Daniel,daniel.koch@yahoo.com,9,2024-04-13,92101
130,Amanda,amanda.decker@gmail.com,31,2024-05-18,92124
131,Duc,duc.parker@icloud.com,28,2024-02-10,92103
132,Jessica,jessica.brown@icloud.com,30,2024-04-20,92110
133,Daniel,daniel.humphrey@outlook.com,19,2024-08-31,92123
134,Sarah,sarah.arroyo@icloud.com,4,2024-02-03,92104
135,Chris,chris.miller@gmail.com,26,2024-12-07,92103
136,Nicole,nicole.tucker@yahoo.com,4,2024-02-03,92103
137,Marcus,marcus.jones@gmail.com,32,2024-06-08,92110
138,Minh,minh.hodges@yahoo.com,3,2024-01-20,92108
142,Tuyen,tuyen.pierce@gmail.com,7,2024-03-16,92024
143,Isabel,isabel.baker@icloud.com,38,2024-12-14,92110
144,Bao,bao.brennan@yahoo.com,36,2024-10-05,92116
145,Isabel,isabel.henderson@gmail.com,33,2024-07-13,92103
146,Nicole,nicole.lewis@icloud.com,9,2024-04-13,92104
147,Ryan,ryan.ryan@outlook.com,32,2024-06-08,92124
148,Kevin,kevin.blair@gmail.com,9,2024-04-13,92120
149,Maria,maria.harris@icloud.com,2,2024-01-06,92124
150,Khoa,khoa.collins@outlook.com,33,2024-07-13,92131
151,Daniel,daniel.carney@icloud.com,30,2024-04-20,92117
152,Thanh,thanh.santos@gmail.com,30,2024-04-20,92130
153,Thanh,thanh.kim@icloud.com,17,2024-08-03,92054
154,Ana,ana.holmes@icloud.com,30,2024-04-20,92101
155,Kevin,kevin.martinez@outlook.com,32,2024-06-08,92131
157,Sarah,sarah.morgan@outlook.com,7,2024-03-16,92101
160,Marcus,marcus.robinson@yahoo.com,30,2024-04-20,92131
161,Melissa,melissa.jones@gmail.com,29,2024-03-16,92116
163,Ana,ana.perez@outlook.com,30,2024-04-20,92014
164,James,james.whitehead@outlook.com,37,2024-11-23,92014
165,Megan,megan.heath@outlook.com,37,2024-11-23,92115
166,Rachel,rachel.jones@outlook.com,31,2024-05-18,92105
167,Elena,elena.young@yahoo.com,30,2024-04-20,92105
168,Rosa,rosa.caldwell@yahoo.com,6,2024-03-02,92110
169,Rosa,rosa.lewis@icloud.com,24,2024-11-09,92024
170,Marcus,marcus.anderson@outlook.com,34,2024-08-17,92110
171,Emily,emily.walls@yahoo.com,28,2024-02-10,92109
172,Rachel,rachel.duncan@gmail.com,18,2024-08-17,92108
173,Sarah,sarah.kennedy@gmail.com,31,2024-05-18,92014
174,Emily,emily.mueller@yahoo.com,35,2024-09-14,92105
175,Linh,linh.aguirre@outlook.com,17,2024-08-03,92131
176,Melissa,melissa.lee@outlook.com,13,2024-06-08,92103
177,Jessica,jessica.davis@icloud.com,35,2024-09-14,92104
178,Amanda,amanda.jordan@icloud.com,38,2024-12-14,92024
179,Maria,maria.henderson@gmail.com,37,2024-11-23,92108
181,Phuong,phuong.daniel@icloud.com,11,2024-05-11,92037
182,Brittany,brittany.nunez@icloud.com,4,2024-02-03,92116
183,Andrew,andrew.joyce@icloud.com,6,2024-03-02,92024
184,Carlos,carlos.garcia@gmail.com,8,2024-03-30,92110
185,Maria,maria.powell@yahoo.com,28,2024-02-10,92104
186,Vy,vy.morgan@yahoo.com,1,2024-04-16,92014
187,Bao,bao.hensley@yahoo.com,31,2024-05-18,92124
188,Melissa,melissa.wright@icloud.com,17,2024-08-03,92103
189,Mai,mai.lee@outlook.com,32,2024-06-08,92130
190,Bao,bao.west@yahoo.com,13,2024-06-08,92024
191,Ana,ana.henderson@yahoo.com,6,2024-03-02,92105
192,Michael,michael.ramirez@yahoo.com,2,2024-01-06,92115
193,Ngan,ngan.wright@gmail.com,12,2024-05-25,92109
194,Rachel,rachel.leblanc@outlook.com,5,2024-02-17,92105
195,Daniel,daniel.ramos@outlook.com,28,2024-02-10,92115
196,Ryan,ryan.callahan@icloud.com,15,2024-07-06,92104
197,Brian,brian.pierce@gmail.com,23,2024-10-26,92117
198,Brian,brian.williams@outlook.com,23,2024-10-26,92104
199,Mai,mai.kidd@gmail.com,27,2024-12-21,92024
200,Trang,trang.huff@yahoo.com,4,2024-02-03,92037
202,Andrew,andrew.house@icloud.com,28,2024-02-10,92104
203,Chris,chris.allison@outlook.com,30,2024-04-20,92117
204,Ashley,ashley.martin1@yahoo.com,29,2024-03-16,92124
205,Diego,diego.tucker@icloud.com,33,2024-07-13,92123
206,Marcus,marcus.lewis@gmail.com,2,2024-01-06,92104
207,Ashley,ashley.morales@outlook.com,20,2024-09-14,92105
208,Jordan,jordan.brown@icloud.com,37,2024-11-23,92101
209,Ana,ana.gray@icloud.com,2,2024-01-06,92103
210,Thy,thy.galloway@outlook.com,28,2024-02-10,92130
211,Marcus,marcus.baker@gmail.com,9,2024-04-13,92115
212,David,david.bowers@yahoo.com,29,2024-03-16,92130
214,Maria,maria.henderson1@yahoo.com,8,2024-03-30,92014
215,Linh,linh.bernard@icloud.com,31,2024-05-18,92111
216,Phuong,phuong.cowan@icloud.com,3,2024-01-20,92108
217,Kevin,kevin.peters@outlook.com,15,2024-07-06,92115
218,Stephanie,stephanie.higgins@icloud.com,38,2024-12-14,92111
219,Daniel,daniel.moore@yahoo.com,26,2024-12-07,92110
220,Brian,brian.phillips@yahoo.com,14,2024-06-22,92115
221,Jordan,jordan.novak@icloud.com,5,2024-02-17,92037
222,Sarah,sarah.riley@gmail.com,31,2024-05-18,92116
223,Andrew,andrew.daniels@icloud.com,28,2024-02-10,92130
224,Michael,michael.adkins@icloud.com,33,2024-07-13,92117
225,David,david.brown@icloud.com,4,2024-02-03,92117
226,Thy,thy.silva@yahoo.com,11,2024-05-11,92123
228,Rosa,rosa.farrell@icloud.com,7,2024-03-16,92123
230,Duc,duc.yu@outlook.com,12,2024-05-25,92130
231,Tuyen,tuyen.miller@icloud.com,30,2024-04-20,92108
232,Stephanie,stephanie.lopez@yahoo.com,31,2024-05-18,92131
233,Jessica,jessica.larson@outlook.com,12,2024-05-25,92104
234,Megan,megan.leonard@icloud.com,33,2024-07-13,92131
235,Michael,michael.young@gmail.com,34,2024-08-17,92111
237,Jennifer,jennifer.zamora@gmail.com,28,2024-02-10,92130
238,Vy,vy.sanchez@outlook.com,3,2024-01-20,92103
239,Ashley,ashley.wheeler@gmail.com,18,2024-08-17,92120
240,Lauren,lauren.harvey@icloud.com,19,2024-08-31,92111
241,James,james.barnes@icloud.com,3,2024-01-20,92109
242,Vy,vy.silva@yahoo.com,14,2024-06-22,92054
243,Brittany,brittany.mills@yahoo.com,37,2024-11-23,92024
244,Ngan,ngan.donovan@yahoo.com,28,2024-02-10,92115
245,Daniel,daniel.harris@outlook.com,27,2024-12-21,92130
247,Nicole,nicole.allen@outlook.com,27,2024-12-21,92115
248,Daniel,daniel.foster@outlook.com,31,2024-05-18,92123
249,Chris,chris.powers@gmail.com,31,2024-05-18,92123
250,Jason,jason.evans@outlook.com,31,2024-05-18,92116
251,Diego,diego.stewart@outlook.com,28,2024-02-10,92123
252,Sarah,sarah.walton@gmail.com,9,2024-04-13,92103
253,Brian,brian.jones@icloud.com,37,2024-11-23,92111
255,Carlos,carlos.murillo@outlook.com,5,2024-02-17,92105
256,Maria,maria.ferrell@gmail.com,7,2024-03-16,92130
257,Trang,trang.jones@outlook.com,3,2024-01-20,92104
258,Emily,emily.lewis@outlook.com,38,2024-12-14,92109
259,Thy,thy.baker@yahoo.com,9,2024-04-13,92120
260,James,james.mahoney@outlook.com,4,2024-02-03,92115
262,Daniel,daniel.suarez@gmail.com,30,2024-04-20,92111
263,Isabel,isabel.wood@icloud.com,32,2024-06-08,92120
264,Lan,lan.moore@icloud.com,30,2024-04-20,92115
265,Michael,michael.bass@gmail.com,4,2024-02-03,92120
266,Isabel,isabel.warner@outlook.com,28,2024-02-10,92120
267,Tuyen,tuyen.carr@yahoo.com,29,2024-03-16,92101
268,Carlos,carlos.archer@outlook.com,21,2024-09-28,92104
270,Phuong,phuong.smith@yahoo.com,3,2024-01-20,92103
271,Rachel,rachel.montoya@icloud.com,27,2024-12-21,92105
272,Thanh,thanh.evans@yahoo.com,35,2024-09-14,92130
274,Sofia,sofia.mcmillan@gmail.com,8,2024-03-30,92054
275,Stephanie,stephanie.taylor@outlook.com,1,2024-01-21,92120
276,Nam,nam.wilson@icloud.com,5,2024-02-17,92111
277,Lauren,lauren.rodriguez@gmail.com,23,2024-10-26,92014
278,Sofia,sofia.tran@outlook.com,7,2024-03-16,92123
279,Sarah,sarah.nelson@yahoo.com,6,2024-03-02,92130
280,Lan,lan.jacobs@yahoo.com,30,2024-04-20,92103
281,Megan,megan.robbins@yahoo.com,10,2024-04-27,92024
282,Nam,nam.harris@gmail.com,30,2024-04-20,92110
283,Andrew,andrew.walters@yahoo.com,31,2024-05-18,92117
284,Jordan,jordan.baker@yahoo.com,28,2024-02-10,92115
285,Ngan,ngan.freeman@yahoo.com,8,2024-03-30,92115
286,Khoa,khoa.whitehead@gmail.com,28,2024-02-10,92108
287,Linh,linh.mathis@outlook.com,33,2024-07-13,92024
289,Hoa,hoa.henderson@yahoo.com,33,2024-07-13,92037
290,Phuong,phuong.hill@gmail.com,21,2024-09-28,92130
291,Jordan,jordan.smith@outlook.com,19,2024-08-31,92024
292,Tuyen,tuyen.wise@icloud.com,35,2024-09-14,92111
295,Amanda,amanda.figueroa@icloud.com,14,2024-06-22,92131
297,Ashley,ashley.patterson@yahoo.com,6,2024-03-02,92108
298,Sarah,sarah.smith@outlook.com,37,2024-11-23,92054
299,James,james.jones@outlook.com,9,2024-04-13,92037
300,Brian,brian.ware@icloud.com,35,2024-09-14,92105
301,Sofia,sofia.mckee@yahoo.com,35,2024-09-14,92130
302,Mai,mai.gardner@icloud.com,2,2024-01-06,92130
303,Amanda,amanda.davenport@icloud.com,19,2024-08-31,92117
304,Jennifer,jennifer.aguilar@outlook.com,30,2024-04-20,92120
305,Ngan,ngan.hernandez@icloud.com,29,2024-03-16,92104
306,Lan,lan.anderson@gmail.com,33,2024-07-13,92105
307,Rosa,rosa.parker@outlook.com,10,2024-04-27,92014
308,Hoa,hoa.nolan@outlook.com,7,2024-03-16,92124
309,Nicole,nicole.flynn@icloud.com,20,2024-09-14,92116
310,Brian,brian.valencia@outlook.com,7,2024-03-16,92105
311,Jason,jason.nolan@yahoo.com,33,2024-07-13,92131
312,Mai,mai.clark@gmail.com,17,2024-08-03,92014
313,Lauren,lauren.wright@gmail.com,28,2024-02-10,92024
315,Carlos,carlos.deleon@gmail.com,31,2024-05-18,92101
316,Khoa,khoa.henson@outlook.com,8,2024-03-30,92117
317,Nicole,nicole.russell@gmail.com,20,2024-09-14,92108
318,Jason,jason.oliver@icloud.com,33,2024-07-13,92108
319,Rosa,rosa.moore@gmail.com,30,2024-04-20,92037
321,Megan,megan.hancock@yahoo.com,2,2024-01-06,92116
322,Elena,elena.cherry@outlook.com,15,2024-07-06,92054
324,Marcus,marcus.keith@gmail.com,20,2024-09-14,92115
325,Melissa,melissa.johnson@icloud.com,30,2024-04-20,92054
326,Melissa,melissa.doyle@icloud.com,3,2024-01-20,92110
327,Marcus,marcus.cook@gmail.com,29,2024-03-16,92124
329,Ana,ana.pham@outlook.com,8,2024-03-30,92111
330,Amanda,amanda.shields@gmail.com,31,2024-05-18,92110
331,Rachel,rachel.cochran@yahoo.com,30,2024-04-20,92115
332,Emily,emily.adams@outlook.com,28,2024-02-10,92101
333,Kevin,kevin.cobb@icloud.com,30,2024-04-20,92108
334,Brittany,brittany.rodriguez@yahoo.com,11,2024-05-11,92014
335,Ana,ana.brennan@outlook.com,33,2024-07-13,92123
336,Rosa,rosa.garrison@gmail.com,9,2024-04-13,92101
337,Daniel,daniel.walker@gmail.com,1,2024-03-23,92024
338,Jennifer,jennifer.velasquez@icloud.com,7,2024-03-16,92116
339,Phuong,phuong.stevens@icloud.com,8,2024-03-30,92117
340,Vy,vy.torres@icloud.com,33,2024-07-13,92104
341,Jennifer,jennifer.pope@gmail.com,21,2024-09-28,92124
342,Andrew,andrew.perez@icloud.com,28,2024-02-10,92104
343,Amanda,amanda.johnson@outlook.com,33,2024-07-13,92111
344,Megan,megan.lee@yahoo.com,32,2024-06-08,92037
346,Thy,thy.lin@outlook.com,28,2024-02-10,92108
347,Thanh,thanh.rasmussen@gmail.com,6,2024-03-02,92115
348,Thy,thy.ramirez@yahoo.com,8,2024-03-30,92104
349,Khoa,khoa.may@icloud.com,28,2024-02-10,92024
350,Marcus,marcus.ross@icloud.com,31,2024-05-18,92054
351,Ashley,ashley.zavala@outlook.com,31,2024-05-18,92130
352,Bao,bao.herrera@icloud.com,5,2024-02-17,92116
354,Bao,bao.wilson@outlook.com,30,2024-04-20,92130
355,Trang,trang.waller@gmail.com,28,2024-02-10,92116
356,Bao,bao.white@gmail.com,33,2024-07-13,92123
357,Daniel,daniel.estes@gmail.com,21,2024-09-28,92024
358,Sofia,sofia.baker@yahoo.com,31,2024-05-18,92054
359,Chris,chris.rodriguez@yahoo.com,4,2024-02-03,92130
360,Tuyen,tuyen.hamilton@outlook.com,9,2024-04-13,92037
361,Sofia,sofia.chandler@yahoo.com,28,2024-02-10,92111
363,James,james.obrien@yahoo.com,27,2024-12-21,92120
364,Emily,emily.dixon@icloud.com,2,2024-01-06,92117
366,Megan,megan.ray@gmail.com,30,2024-04-20,92123
367,Emily,emily.scott@outlook.com,3,2024-01-20,92117
368,Lan,lan.fletcher@yahoo.com,16,2024-07-20,92116
369,Sofia,sofia.smith@icloud.com,33,2024-07-13,92054
370,Luis,luis.frost@gmail.com,31,2024-05-18,92014
371,Brittany,brittany.ryan@outlook.com,28,2024-02-10,92037
372,Lan,lan.ball@icloud.com,14,2024-06-22,92120
373,Minh,minh.harmon@outlook.com,30,2024-04-20,92109
374,Nam,nam.lambert@outlook.com,3,2024-01-20,92110
375,Mai,mai.diaz@yahoo.com,3,2024-01-20,92104
376,Emily,emily.jones@gmail.com,35,2024-09-14,92014
378,Duc,duc.rivera@icloud.com,18,2024-08-17,92109
379,Khoa,khoa.edwards@yahoo.com,10,2024-04-27,92103
380,Stephanie,stephanie.charles@outlook.com,32,2024-06-08,92130
381,Carlos,carlos.cortez@outlook.com,6,2024-03-02,92111
382,Michael,michael.evans@yahoo.com,12,2024-05-25,92131
383,Thy,thy.parker@outlook.com,11,2024-05-11,92130
384,Daniel,daniel.ortiz@outlook.com,30,2024-04-20,92037
385,James,james.powell@icloud.com,35,2024-09-14,92110
386,Brian,brian.phillips1@outlook.com,29,2024-03-16,92131
387,Lauren,lauren.martinez@gmail.com,36,2024-10-05,92105
388,Emily,emily.fisher@gmail.com,8,2024-03-30,92115
389,Melissa,melissa.bentley@yahoo.com,10,2024-04-27,92104
391,Stephanie,stephanie.orr@gmail.com,34,2024-08-17,92037
392,Lauren,lauren.gilbert@yahoo.com,10,2024-04-27,92104
394,Tuyen,tuyen.kelley@outlook.com,28,2024-02-10,92108
395,Trang,trang.smith@outlook.com,21,2024-09-28,92108
396,Marcus,marcus.mitchell@icloud.com,7,2024-03-16,92054
397,Linh,linh.jordan@gmail.com,30,2024-04-20,92115
398,Nam,nam.carpenter@yahoo.com,3,2024-01-20,92054
399,James,james.pena@icloud.com,35,2024-09-14,92116
400,Thanh,thanh.marshall@outlook.com,28,2024-02-10,92103
401,Thanh,thanh.ramos@icloud.com,28,2024-02-10,92104
402,Phuong,phuong.lewis@icloud.com,37,2024-11-23,92101
403,Maria,maria.kennedy@yahoo.com,19,2024-08-31,92116
404,Jennifer,jennifer.santana@gmail.com,34,2024-08-17,92111
405,Jason,jason.flynn@icloud.com,5,2024-02-17,92104
406,James,james.jackson@outlook.com,31,2024-05-18,92037
407,Michael,michael.miller@gmail.com,4,2024-02-03,92131
408,Trang,trang.robertson@icloud.com,5,2024-02-17,92115
409,Rosa,rosa.schultz@gmail.com,19,2024-08-31,92104
410,Nicole,nicole.rogers@yahoo.com,30,2024-04-20,92024
411,Rosa,rosa.cardenas@outlook.com,30,2024-04-20,92103
412,Nicole,nicole.potter@outlook.com,12,2024-05-25,92130
413,Diego,diego.chambers@icloud.com,37,2024-11-23,92108
414,Bao,bao.walker@icloud.com,2,2024-01-06,92116
415,Thy,thy.gonzalez@gmail.com,3,2024-01-20,92103
416,Ashley,ashley.johnson@outlook.com,22,2024-10-12,92123
417,Michael,michael.sanchez@icloud.com,32,2024-06-08,92103
418,Marcus,marcus.alvarez@yahoo.com,24,2024-11-09,92120
419,Jordan,jordan.atkinson@gmail.com,4,2024-02-03,92115
420,Phuong,phuong.jones@outlook.com,6,2024-03-02,92123
421,Rosa,rosa.perry@icloud.com,22,2024-10-12,92117
422,Khoa,khoa.soto@icloud.com,29,2024-03-16,92120
423,James,james.lee@outlook.com,28,2024-02-10,92124
424,Lan,lan.horton@icloud.com,8,2024-03-30,92014
425,Emily,emily.snyder@outlook.com,38,2024-12-14,92104
426,Ashley,ashley.sanchez@outlook.com,19,2024-08-31,92130
427,Brian,brian.douglas@icloud.com,28,2024-02-10,92130
428,Nicole,nicole.smith@icloud.com,32,2024-06-08,92120
429,Carlos,carlos.potter@icloud.com,24,2024-11-09,92103
430,Bao,bao.carrillo@icloud.com,5,2024-02-17,92037
432,Brian,brian.coleman@icloud.com,5,2024-02-17,92108
433,Bao,bao.thompson@yahoo.com,30,2024-04-20,92120
435,Lauren,lauren.holmes@outlook.com,13,2024-06-08,92104
436,Jason,jason.williams@yahoo.com,30,2024-04-20,92120
437,Amanda,amanda.wright@outlook.com,20,2024-09-14,92111
438,Phuong,phuong.charles@gmail.com,8,2024-03-30,92131
439,James,james.bryant@icloud.com,11,2024-05-11,92105
440,Jessica,jessica.solis@outlook.com,26,2024-12-07,92110
441,Carlos,carlos.contreras@outlook.com,7,2024-03-16,92110
442,Phuong,phuong.travis@yahoo.com,28,2024-02-10,92130
444,Ana,ana.dodson@outlook.com,33,2024-07-13,92014
445,Michael,michael.vance@outlook.com,7,2024-03-16,92109
446,Luis,luis.salazar@yahoo.com,35,2024-09-14,92037
448,Thanh,thanh.wagner@icloud.com,30,2024-04-20,92120
449,David,david.rivas@outlook.com,28,2024-02-10,92014
450,Duc,duc.kelley@gmail.com,16,2024-07-20,92116
451,Amanda,amanda.merritt@icloud.com,16,2024-07-20,92124
453,Duc,duc.wells@outlook.com,20,2024-09-14,92130
454,Daniel,daniel.green@outlook.com,38,2024-12-14,92014
455,Maria,maria.wright@yahoo.com,28,2024-02-10,92124
456,Ryan,ryan.walsh@gmail.com,30,2024-04-20,92037
457,Ngan,ngan.cannon@outlook.com,15,2024-07-06,92109
458,Ashley,ashley.boyd@yahoo.com,24,2024-11-09,92037
459,Emily,emily.sims@gmail.com,31,2024-05-18,92110
460,Maria,maria.hill@outlook.com,28,2024-02-10,92116
461,Carlos,carlos.jones@gmail.com,7,2024-03-16,92109
463,Elena,elena.nelson@outlook.com,8,2024-03-30,92103
464,Minh,minh.flores@gmail.com,29,2024-03-16,92024
465,Jessica,jessica.fernandez@yahoo.com,26,2024-12-07,92124
466,Carlos,carlos.taylor@gmail.com,16,2024-07-20,92014
467,Emily,emily.hall@outlook.com,33,2024-07-13,92111
468,Isabel,isabel.benson@icloud.com,13,2024-06-08,92130
469,Bao,bao.mccarthy@gmail.com,5,2024-02-17,92130
470,Stephanie,stephanie.brown@icloud.com,28,2024-02-10,92110
471,Megan,megan.russell@yahoo.com,30,2024-04-20,92117
472,Elena,elena.daniels@outlook.com,28,2024-02-10,92108
473,Marcus,marcus.perry@outlook.com,8,2024-03-30,92014
474,Tuyen,tuyen.clark@outlook.com,3,2024-01-20,92130
475,Phuong,phuong.fisher@outlook.com,38,2024-12-14,92111
477,Brittany,brittany.silva@icloud.com,30,2024-04-20,92109
478,Ashley,ashley.dominguez@outlook.com,30,2024-04-20,92109
479,Kevin,kevin.gates@icloud.com,36,2024-10-05,92116
482,Andrew,andrew.smith@outlook.com,28,2024-02-10,92103
483,Emily,emily.bell@icloud.com,11,2024-05-11,92116
484,Michael,michael.molina@gmail.com,29,2024-03-16,92124
485,Duc,duc.castaneda@outlook.com,35,2024-09-14,92123
486,Lauren,lauren.ashley@gmail.com,12,2024-05-25,92103
487,Jason,jason.barnes@yahoo.com,9,2024-04-13,92014
488,Emily,emily.adkins@gmail.com,28,2024-02-10,92037
489,Melissa,melissa.payne@outlook.com,15,2024-07-06,92108
490,Tuyen,tuyen.morrison@icloud.com,10,2024-04-27,92117
491,David,david.walker@outlook.com,32,2024-06-08,92110
493,Trang,trang.graham@gmail.com,18,2024-08-17,92117
494,Chris,chris.johnson@icloud.com,3,2024-01-20,92054
495,Ryan,ryan.rogers@yahoo.com,33,2024-07-13,92054
496,Ashley,ashley.shelton@yahoo.com,29,2024-03-16,92054
497,Rosa,rosa.powell@outlook.com,13,2024-06-08,92037
498,Ryan,ryan.martin@icloud.com,30,2024-04-20,92116
499,Chris,chris.mcdonald@gmail.com,3,2024-01-20,92117
500,Isabel,isabel.anderson@gmail.com,31,2024-05-18,92024
501,Rachel,rachel.dean@gmail.com,28,2024-02-10,92115
